id,path,file_name,label,age_label,gender_label,mask_label
003570,003570_female_Asian_60,mask2.jpg,5,2,1,0
003570,003570_female_Asian_60,mask1.jpg,5,2,1,0
003570,003570_female_Asian_60,mask3.jpg,5,2,1,0
003570,003570_female_Asian_60,normal.jpg,17,2,1,2
003570,003570_female_Asian_60,mask5.jpg,5,2,1,0
000038,000038_female_Asian_58,incorrect_mask.jpg,10,1,1,1
000038,000038_female_Asian_58,mask4.jpg,4,1,1,0
000038,000038_female_Asian_58,mask2.jpg,4,1,1,0
000038,000038_female_Asian_58,mask1.jpg,4,1,1,0
000038,000038_female_Asian_58,mask3.jpg,4,1,1,0
000038,000038_female_Asian_58,normal.jpg,16,1,1,2
000038,000038_female_Asian_58,mask5.jpg,4,1,1,0
006596,006596_male_Asian_19,incorrect_mask.jpg,6,0,0,1
006596,006596_male_Asian_19,mask4.jpg,0,0,0,0
006596,006596_male_Asian_19,mask2.jpg,0,0,0,0
006596,006596_male_Asian_19,mask1.jpg,0,0,0,0
006596,006596_male_Asian_19,mask3.jpg,0,0,0,0
006596,006596_male_Asian_19,normal.jpg,12,0,0,2
006596,006596_male_Asian_19,mask5.jpg,0,0,0,0
001292,001292_female_Asian_24,incorrect_mask.jpg,9,0,1,1
001292,001292_female_Asian_24,mask4.jpg,3,0,1,0
001292,001292_female_Asian_24,mask2.jpg,3,0,1,0
001292,001292_female_Asian_24,mask1.jpg,3,0,1,0
001292,001292_female_Asian_24,mask3.jpg,3,0,1,0
001292,001292_female_Asian_24,normal.jpg,15,0,1,2
001292,001292_female_Asian_24,mask5.jpg,3,0,1,0
005536,005536_female_Asian_39,incorrect_mask.jpg,10,1,1,1
005536,005536_female_Asian_39,mask4.jpg,4,1,1,0
005536,005536_female_Asian_39,mask2.jpg,4,1,1,0
005536,005536_female_Asian_39,mask1.jpg,4,1,1,0
005536,005536_female_Asian_39,mask3.jpg,4,1,1,0
005536,005536_female_Asian_39,normal.jpg,16,1,1,2
005536,005536_female_Asian_39,mask5.jpg,4,1,1,0
005444,005444_male_Asian_25,incorrect_mask.jpg,6,0,0,1
005444,005444_male_Asian_25,mask4.jpg,0,0,0,0
005444,005444_male_Asian_25,mask2.jpg,0,0,0,0
005444,005444_male_Asian_25,mask1.jpg,0,0,0,0
005444,005444_male_Asian_25,mask3.jpg,0,0,0,0
005444,005444_male_Asian_25,normal.jpg,12,0,0,2
005444,005444_male_Asian_25,mask5.jpg,0,0,0,0
003124,003124_female_Asian_20,incorrect_mask.jpg,9,0,1,1
003124,003124_female_Asian_20,mask4.jpg,3,0,1,0
003124,003124_female_Asian_20,mask2.jpg,3,0,1,0
003124,003124_female_Asian_20,mask1.jpg,3,0,1,0
003124,003124_female_Asian_20,mask3.jpg,3,0,1,0
003124,003124_female_Asian_20,normal.jpg,15,0,1,2
003124,003124_female_Asian_20,mask5.jpg,3,0,1,0
003032,003032_female_Asian_20,incorrect_mask.jpg,9,0,1,1
003032,003032_female_Asian_20,mask4.jpg,3,0,1,0
003032,003032_female_Asian_20,mask2.jpg,3,0,1,0
003032,003032_female_Asian_20,mask1.jpg,3,0,1,0
003032,003032_female_Asian_20,mask3.jpg,3,0,1,0
003032,003032_female_Asian_20,normal.jpg,15,0,1,2
003032,003032_female_Asian_20,mask5.jpg,3,0,1,0
000696,000696_female_Asian_58,incorrect_mask.jpg,10,1,1,1
000696,000696_female_Asian_58,mask4.jpg,4,1,1,0
000696,000696_female_Asian_58,mask2.jpg,4,1,1,0
000696,000696_female_Asian_58,mask1.jpg,4,1,1,0
000696,000696_female_Asian_58,mask3.jpg,4,1,1,0
000696,000696_female_Asian_58,normal.jpg,16,1,1,2
000696,000696_female_Asian_58,mask5.jpg,4,1,1,0
006386,006386_male_Asian_19,incorrect_mask.jpg,6,0,0,1
006386,006386_male_Asian_19,mask4.jpg,0,0,0,0
006386,006386_male_Asian_19,mask2.jpg,0,0,0,0
006386,006386_male_Asian_19,mask1.jpg,0,0,0,0
006386,006386_male_Asian_19,mask3.jpg,0,0,0,0
006386,006386_male_Asian_19,normal.jpg,12,0,0,2
006386,006386_male_Asian_19,mask5.jpg,0,0,0,0
000776,000776_female_Asian_57,incorrect_mask.jpg,10,1,1,1
000776,000776_female_Asian_57,mask4.jpg,4,1,1,0
000776,000776_female_Asian_57,mask2.jpg,4,1,1,0
000776,000776_female_Asian_57,mask1.jpg,4,1,1,0
000776,000776_female_Asian_57,mask3.jpg,4,1,1,0
000776,000776_female_Asian_57,normal.jpg,16,1,1,2
000776,000776_female_Asian_57,mask5.jpg,4,1,1,0
003285,003285_female_Asian_20,incorrect_mask.jpg,9,0,1,1
003285,003285_female_Asian_20,mask4.jpg,3,0,1,0
003285,003285_female_Asian_20,mask2.jpg,3,0,1,0
003285,003285_female_Asian_20,mask1.jpg,3,0,1,0
003285,003285_female_Asian_20,mask3.jpg,3,0,1,0
003285,003285_female_Asian_20,normal.jpg,15,0,1,2
003285,003285_female_Asian_20,mask5.jpg,3,0,1,0
001280,001280_female_Asian_27,incorrect_mask.jpg,9,0,1,1
001280,001280_female_Asian_27,mask4.jpg,3,0,1,0
001280,001280_female_Asian_27,mask2.jpg,3,0,1,0
001280,001280_female_Asian_27,mask1.jpg,3,0,1,0
001280,001280_female_Asian_27,mask3.jpg,3,0,1,0
001280,001280_female_Asian_27,normal.jpg,15,0,1,2
001280,001280_female_Asian_27,mask5.jpg,3,0,1,0
001662,001662_female_Asian_30,incorrect_mask.jpg,10,1,1,1
001662,001662_female_Asian_30,mask4.jpg,4,1,1,0
001662,001662_female_Asian_30,mask2.jpg,4,1,1,0
001662,001662_female_Asian_30,mask1.jpg,4,1,1,0
001662,001662_female_Asian_30,mask3.jpg,4,1,1,0
001662,001662_female_Asian_30,normal.jpg,16,1,1,2
001662,001662_female_Asian_30,mask5.jpg,4,1,1,0
001759,001759_female_Asian_46,incorrect_mask.jpg,10,1,1,1
001759,001759_female_Asian_46,mask4.jpg,4,1,1,0
001759,001759_female_Asian_46,mask2.jpg,4,1,1,0
001759,001759_female_Asian_46,mask1.jpg,4,1,1,0
001759,001759_female_Asian_46,mask3.jpg,4,1,1,0
001759,001759_female_Asian_46,normal.jpg,16,1,1,2
001759,001759_female_Asian_46,mask5.jpg,4,1,1,0
003195,003195_female_Asian_19,incorrect_mask.jpg,9,0,1,1
003195,003195_female_Asian_19,mask4.jpg,3,0,1,0
003195,003195_female_Asian_19,mask2.jpg,3,0,1,0
003195,003195_female_Asian_19,mask1.jpg,3,0,1,0
003195,003195_female_Asian_19,mask3.jpg,3,0,1,0
003195,003195_female_Asian_19,normal.jpg,15,0,1,2
003195,003195_female_Asian_19,mask5.jpg,3,0,1,0
001841,001841_female_Asian_40,incorrect_mask.jpg,10,1,1,1
001841,001841_female_Asian_40,mask4.jpg,4,1,1,0
001841,001841_female_Asian_40,mask2.jpg,4,1,1,0
001841,001841_female_Asian_40,mask1.jpg,4,1,1,0
001841,001841_female_Asian_40,mask3.jpg,4,1,1,0
001841,001841_female_Asian_40,normal.jpg,16,1,1,2
001841,001841_female_Asian_40,mask5.jpg,4,1,1,0
000716,000716_male_Asian_51,incorrect_mask.jpg,7,1,0,1
000716,000716_male_Asian_51,mask4.jpg,1,1,0,0
000716,000716_male_Asian_51,mask2.jpg,1,1,0,0
000716,000716_male_Asian_51,mask1.jpg,1,1,0,0
000716,000716_male_Asian_51,mask3.jpg,1,1,0,0
000716,000716_male_Asian_51,normal.jpg,13,1,0,2
000716,000716_male_Asian_51,mask5.jpg,1,1,0,0
001190,001190_male_Asian_24,incorrect_mask.jpg,6,0,0,1
001190,001190_male_Asian_24,mask4.jpg,0,0,0,0
001190,001190_male_Asian_24,mask2.jpg,0,0,0,0
001190,001190_male_Asian_24,mask1.jpg,0,0,0,0
001190,001190_male_Asian_24,mask3.jpg,0,0,0,0
001190,001190_male_Asian_24,normal.jpg,12,0,0,2
001190,001190_male_Asian_24,mask5.jpg,0,0,0,0
004362,004362_female_Asian_58,incorrect_mask.jpg,10,1,1,1
004362,004362_female_Asian_58,mask4.jpg,4,1,1,0
004362,004362_female_Asian_58,mask2.jpg,4,1,1,0
004362,004362_female_Asian_58,mask1.jpg,4,1,1,0
004362,004362_female_Asian_58,mask3.jpg,4,1,1,0
004362,004362_female_Asian_58,normal.jpg,16,1,1,2
004362,004362_female_Asian_58,mask5.jpg,4,1,1,0
001542,001542_female_Asian_25,incorrect_mask.jpg,9,0,1,1
001542,001542_female_Asian_25,mask4.jpg,3,0,1,0
001542,001542_female_Asian_25,mask2.jpg,3,0,1,0
001542,001542_female_Asian_25,mask1.jpg,3,0,1,0
001542,001542_female_Asian_25,mask3.jpg,3,0,1,0
001542,001542_female_Asian_25,normal.jpg,15,0,1,2
001542,001542_female_Asian_25,mask5.jpg,3,0,1,0
000737,000737_female_Asian_56,incorrect_mask.jpg,10,1,1,1
000737,000737_female_Asian_56,mask4.jpg,4,1,1,0
000737,000737_female_Asian_56,mask2.jpg,4,1,1,0
000737,000737_female_Asian_56,mask1.jpg,4,1,1,0
000737,000737_female_Asian_56,mask3.jpg,4,1,1,0
000737,000737_female_Asian_56,normal.jpg,16,1,1,2
000737,000737_female_Asian_56,mask5.jpg,4,1,1,0
003794,003794_female_Asian_44,incorrect_mask.jpg,10,1,1,1
003794,003794_female_Asian_44,mask4.jpg,4,1,1,0
003794,003794_female_Asian_44,mask2.jpg,4,1,1,0
003794,003794_female_Asian_44,mask1.jpg,4,1,1,0
003794,003794_female_Asian_44,mask3.jpg,4,1,1,0
003794,003794_female_Asian_44,normal.jpg,16,1,1,2
003794,003794_female_Asian_44,mask5.jpg,4,1,1,0
003374,003374_female_Asian_20,incorrect_mask.jpg,9,0,1,1
003374,003374_female_Asian_20,mask4.jpg,3,0,1,0
003374,003374_female_Asian_20,mask2.jpg,3,0,1,0
003374,003374_female_Asian_20,mask1.jpg,3,0,1,0
003374,003374_female_Asian_20,mask3.jpg,3,0,1,0
003374,003374_female_Asian_20,normal.jpg,15,0,1,2
003374,003374_female_Asian_20,mask5.jpg,3,0,1,0
005277,005277_male_Asian_23,incorrect_mask.jpg,6,0,0,1
005277,005277_male_Asian_23,mask4.jpg,0,0,0,0
005277,005277_male_Asian_23,mask2.jpg,0,0,0,0
005277,005277_male_Asian_23,mask1.jpg,0,0,0,0
005277,005277_male_Asian_23,mask3.jpg,0,0,0,0
005277,005277_male_Asian_23,normal.jpg,12,0,0,2
005277,005277_male_Asian_23,mask5.jpg,0,0,0,0
004482,004482_male_Asian_53,incorrect_mask.jpg,7,1,0,1
004482,004482_male_Asian_53,mask4.jpg,1,1,0,0
004482,004482_male_Asian_53,mask2.jpg,1,1,0,0
004482,004482_male_Asian_53,mask1.jpg,1,1,0,0
004482,004482_male_Asian_53,mask3.jpg,1,1,0,0
004482,004482_male_Asian_53,normal.jpg,13,1,0,2
004482,004482_male_Asian_53,mask5.jpg,1,1,0,0
003817,003817_male_Asian_54,incorrect_mask.jpg,7,1,0,1
003817,003817_male_Asian_54,mask4.jpg,1,1,0,0
003817,003817_male_Asian_54,mask2.jpg,1,1,0,0
003817,003817_male_Asian_54,mask1.jpg,1,1,0,0
003817,003817_male_Asian_54,mask3.jpg,1,1,0,0
003817,003817_male_Asian_54,normal.jpg,13,1,0,2
003817,003817_male_Asian_54,mask5.jpg,1,1,0,0
004207,004207_male_Asian_18,incorrect_mask.jpg,6,0,0,1
004207,004207_male_Asian_18,mask4.jpg,0,0,0,0
004207,004207_male_Asian_18,mask2.jpg,0,0,0,0
004207,004207_male_Asian_18,mask1.jpg,0,0,0,0
004207,004207_male_Asian_18,mask3.jpg,0,0,0,0
004207,004207_male_Asian_18,normal.jpg,12,0,0,2
004207,004207_male_Asian_18,mask5.jpg,0,0,0,0
005237,005237_male_Asian_22,incorrect_mask.jpg,6,0,0,1
005237,005237_male_Asian_22,mask4.jpg,0,0,0,0
005237,005237_male_Asian_22,mask2.jpg,0,0,0,0
005237,005237_male_Asian_22,mask1.jpg,0,0,0,0
005237,005237_male_Asian_22,mask3.jpg,0,0,0,0
005237,005237_male_Asian_22,normal.jpg,12,0,0,2
005237,005237_male_Asian_22,mask5.jpg,0,0,0,0
006636,006636_female_Asian_19,incorrect_mask.jpg,9,0,1,1
006636,006636_female_Asian_19,mask4.jpg,3,0,1,0
006636,006636_female_Asian_19,mask2.jpg,3,0,1,0
006636,006636_female_Asian_19,mask1.jpg,3,0,1,0
006636,006636_female_Asian_19,mask3.jpg,3,0,1,0
006636,006636_female_Asian_19,normal.jpg,15,0,1,2
006636,006636_female_Asian_19,mask5.jpg,3,0,1,0
000066,000066_female_Asian_53,incorrect_mask.jpg,10,1,1,1
000066,000066_female_Asian_53,mask4.jpg,4,1,1,0
000066,000066_female_Asian_53,mask2.jpg,4,1,1,0
000066,000066_female_Asian_53,mask1.jpg,4,1,1,0
000066,000066_female_Asian_53,mask3.jpg,4,1,1,0
000066,000066_female_Asian_53,normal.jpg,16,1,1,2
000066,000066_female_Asian_53,mask5.jpg,4,1,1,0
003302,003302_female_Asian_18,incorrect_mask.jpg,9,0,1,1
003302,003302_female_Asian_18,mask4.jpg,3,0,1,0
003302,003302_female_Asian_18,mask2.jpg,3,0,1,0
003302,003302_female_Asian_18,mask1.jpg,3,0,1,0
003302,003302_female_Asian_18,mask3.jpg,3,0,1,0
003302,003302_female_Asian_18,normal.jpg,15,0,1,2
003302,003302_female_Asian_18,mask5.jpg,3,0,1,0
001575,001575_female_Asian_30,incorrect_mask.jpg,10,1,1,1
001575,001575_female_Asian_30,mask4.jpg,4,1,1,0
001575,001575_female_Asian_30,mask2.jpg,4,1,1,0
001575,001575_female_Asian_30,mask1.jpg,4,1,1,0
001575,001575_female_Asian_30,mask3.jpg,4,1,1,0
001575,001575_female_Asian_30,normal.jpg,16,1,1,2
001575,001575_female_Asian_30,mask5.jpg,4,1,1,0
004085,004085_female_Asian_60,incorrect_mask.jpg,11,2,1,1
004085,004085_female_Asian_60,mask4.jpg,5,2,1,0
004085,004085_female_Asian_60,mask2.jpg,5,2,1,0
004085,004085_female_Asian_60,mask1.jpg,5,2,1,0
004085,004085_female_Asian_60,mask3.jpg,5,2,1,0
004085,004085_female_Asian_60,normal.jpg,17,2,1,2
004085,004085_female_Asian_60,mask5.jpg,5,2,1,0
001063,001063_female_Asian_60,incorrect_mask.jpg,11,2,1,1
001063,001063_female_Asian_60,mask4.jpg,5,2,1,0
001063,001063_female_Asian_60,mask2.jpg,5,2,1,0
001063,001063_female_Asian_60,mask1.jpg,5,2,1,0
001063,001063_female_Asian_60,mask3.jpg,5,2,1,0
001063,001063_female_Asian_60,normal.jpg,17,2,1,2
001063,001063_female_Asian_60,mask5.jpg,5,2,1,0
001090,001090_male_Asian_34,incorrect_mask.jpg,7,1,0,1
001090,001090_male_Asian_34,mask4.jpg,1,1,0,0
001090,001090_male_Asian_34,mask2.jpg,1,1,0,0
001090,001090_male_Asian_34,mask1.jpg,1,1,0,0
001090,001090_male_Asian_34,mask3.jpg,1,1,0,0
001090,001090_male_Asian_34,normal.jpg,13,1,0,2
001090,001090_male_Asian_34,mask5.jpg,1,1,0,0
001456,001456_male_Asian_57,incorrect_mask.jpg,7,1,0,1
001456,001456_male_Asian_57,mask4.jpg,1,1,0,0
001456,001456_male_Asian_57,mask2.jpg,1,1,0,0
001456,001456_male_Asian_57,mask1.jpg,1,1,0,0
001456,001456_male_Asian_57,mask3.jpg,1,1,0,0
001456,001456_male_Asian_57,normal.jpg,13,1,0,2
001456,001456_male_Asian_57,mask5.jpg,1,1,0,0
000615,000615_male_Asian_56,incorrect_mask.jpg,7,1,0,1
000615,000615_male_Asian_56,mask4.jpg,1,1,0,0
000615,000615_male_Asian_56,mask2.jpg,1,1,0,0
000615,000615_male_Asian_56,mask1.jpg,1,1,0,0
000615,000615_male_Asian_56,mask3.jpg,1,1,0,0
000615,000615_male_Asian_56,normal.jpg,13,1,0,2
000615,000615_male_Asian_56,mask5.jpg,1,1,0,0
003074,003074_female_Asian_19,incorrect_mask.jpg,9,0,1,1
003074,003074_female_Asian_19,mask4.jpg,3,0,1,0
003074,003074_female_Asian_19,mask2.jpg,3,0,1,0
003074,003074_female_Asian_19,mask1.jpg,3,0,1,0
003074,003074_female_Asian_19,mask3.jpg,3,0,1,0
003074,003074_female_Asian_19,normal.jpg,15,0,1,2
003074,003074_female_Asian_19,mask5.jpg,3,0,1,0
001598,001598_female_Asian_60,incorrect_mask.jpg,11,2,1,1
001598,001598_female_Asian_60,mask4.jpg,5,2,1,0
001598,001598_female_Asian_60,mask2.jpg,5,2,1,0
001598,001598_female_Asian_60,mask1.jpg,5,2,1,0
001598,001598_female_Asian_60,mask3.jpg,5,2,1,0
001598,001598_female_Asian_60,normal.jpg,17,2,1,2
001598,001598_female_Asian_60,mask5.jpg,5,2,1,0
003535,003535_male_Asian_52,incorrect_mask.jpg,7,1,0,1
003535,003535_male_Asian_52,mask4.jpg,1,1,0,0
003535,003535_male_Asian_52,mask2.jpg,1,1,0,0
003535,003535_male_Asian_52,mask1.jpg,1,1,0,0
003535,003535_male_Asian_52,mask3.jpg,1,1,0,0
003535,003535_male_Asian_52,normal.jpg,13,1,0,2
003535,003535_male_Asian_52,mask5.jpg,1,1,0,0
000286,000286_female_Asian_51,incorrect_mask.jpg,10,1,1,1
000286,000286_female_Asian_51,mask4.jpg,4,1,1,0
000286,000286_female_Asian_51,mask2.jpg,4,1,1,0
000286,000286_female_Asian_51,mask1.jpg,4,1,1,0
000286,000286_female_Asian_51,mask3.jpg,4,1,1,0
000286,000286_female_Asian_51,normal.jpg,16,1,1,2
000286,000286_female_Asian_51,mask5.jpg,4,1,1,0
004258,004258_male_Asian_58,incorrect_mask.jpg,7,1,0,1
004258,004258_male_Asian_58,mask4.jpg,1,1,0,0
004258,004258_male_Asian_58,mask2.jpg,1,1,0,0
004258,004258_male_Asian_58,mask1.jpg,1,1,0,0
004258,004258_male_Asian_58,mask3.jpg,1,1,0,0
004258,004258_male_Asian_58,normal.jpg,13,1,0,2
004258,004258_male_Asian_58,mask5.jpg,1,1,0,0
001926,001926_female_Asian_50,incorrect_mask.jpg,10,1,1,1
001926,001926_female_Asian_50,mask4.jpg,4,1,1,0
001926,001926_female_Asian_50,mask2.jpg,4,1,1,0
001926,001926_female_Asian_50,mask1.jpg,4,1,1,0
001926,001926_female_Asian_50,mask3.jpg,4,1,1,0
001926,001926_female_Asian_50,normal.jpg,16,1,1,2
001926,001926_female_Asian_50,mask5.jpg,4,1,1,0
006431,006431_female_Asian_18,incorrect_mask.jpg,9,0,1,1
006431,006431_female_Asian_18,mask4.jpg,3,0,1,0
006431,006431_female_Asian_18,mask2.jpg,3,0,1,0
006431,006431_female_Asian_18,mask1.jpg,3,0,1,0
006431,006431_female_Asian_18,mask3.jpg,3,0,1,0
006431,006431_female_Asian_18,normal.jpg,15,0,1,2
006431,006431_female_Asian_18,mask5.jpg,3,0,1,0
003316,003316_female_Asian_19,incorrect_mask.jpg,9,0,1,1
003316,003316_female_Asian_19,mask4.jpg,3,0,1,0
003316,003316_female_Asian_19,mask2.jpg,3,0,1,0
003316,003316_female_Asian_19,mask1.jpg,3,0,1,0
003316,003316_female_Asian_19,mask3.jpg,3,0,1,0
003316,003316_female_Asian_19,normal.jpg,15,0,1,2
003316,003316_female_Asian_19,mask5.jpg,3,0,1,0
005468,005468_female_Asian_26,incorrect_mask.jpg,9,0,1,1
005468,005468_female_Asian_26,mask4.jpg,3,0,1,0
005468,005468_female_Asian_26,mask2.jpg,3,0,1,0
005468,005468_female_Asian_26,mask1.jpg,3,0,1,0
005468,005468_female_Asian_26,mask3.jpg,3,0,1,0
005468,005468_female_Asian_26,normal.jpg,15,0,1,2
005468,005468_female_Asian_26,mask5.jpg,3,0,1,0
006751,006751_male_Asian_20,incorrect_mask.jpg,6,0,0,1
006751,006751_male_Asian_20,mask4.jpg,0,0,0,0
006751,006751_male_Asian_20,mask2.jpg,0,0,0,0
